frame,z,y,x,z_um,y_um,x_um,tree_id,track_id
21,45,195,164,73.125,79.21875,66.625,123,125
21,31,36,152,50.375,14.625,61.75,193,205
21,51,71,204,82.875,28.84375,82.875,190,376
21,45,79,185,73.125,32.09375,75.15625,282,315
21,23,116,113,37.375,47.125,45.90625,153,159
21,26,45,139,42.25,18.28125,56.46875,4,372
21,26,75,120,42.25,30.46875,48.75,26,26
21,27,6,157,43.875,2.4375,63.78125,335,401
21,19,174,93,30.875,70.6875,37.78125,265,295
21,5,249,54,8.125,101.15625,21.9375,336,402
21,55,101,213,89.375,41.03125,86.53125,37,37
21,36,85,156,58.5,34.53125,63.375,25,25
21,54,135,209,87.75,54.84375,84.90625,280,312
21,7,215,66,11.375,87.34375,26.8125,304,375
21,41,31,182,66.625,12.59375,73.9375,152,373
21,11,138,77,17.875,56.0625,31.28125,317,393
21,51,152,192,82.875,61.75,78.0,30,30
21,14,77,99,22.75,31.28125,40.21875,337,403
21,9,16,115,14.625,6.5,46.71875,316,364
21,35,15,185,56.875,6.09375,75.15625,152,237
21,51,56,215,82.875,22.75,87.34375,190,378
21,21,225,85,34.125,91.40625,34.53125,133,137
21,25,144,114,40.625,58.5,46.3125,144,148
21,16,130,92,26.0,52.8125,37.375,200,216
21,41,116,161,66.625,47.125,65.40625,10,272
21,19,66,118,30.875,26.8125,47.9375,196,208
21,47,108,185,76.375,43.875,75.15625,43,43
21,11,68,92,17.875,27.625,37.375,246,346
21,45,126,175,73.125,51.1875,71.09375,13,13
21,56,90,224,91.0,36.5625,91.0,46,46
21,15,14,125,24.375,5.6875,50.78125,338,404
21,53,52,227,86.125,21.125,92.21875,39,39
21,33,106,136,53.625,43.0625,55.25,211,380
21,16,107,98,26.0,43.46875,39.8125,212,228
21,57,12,245,92.625,4.875,99.53125,235,253
21,41,73,166,66.625,29.65625,67.4375,10,270
21,50,250,175,81.25,101.5625,71.09375,44,44
21,16,234,76,26.0,95.0625,30.875,339,405
21,33,62,156,53.625,25.1875,63.375,101,316
21,52,185,189,84.5,75.15625,76.78125,20,20
21,31,186,117,50.375,75.5625,47.53125,61,61
21,29,247,109,47.125,100.34375,44.28125,42,42
21,51,20,222,82.875,8.125,90.1875,247,273
21,29,218,107,47.125,88.5625,43.46875,69,379
21,7,140,67,11.375,56.875,27.21875,317,395
21,32,198,154,52.0,80.4375,62.5625,286,322
21,54,218,190,87.75,88.5625,77.1875,58,58
21,57,223,207,92.625,90.59375,84.09375,283,317
21,25,62,134,40.625,25.1875,54.4375,4,377
21,17,203,85,27.625,82.46875,34.53125,182,194
21,10,89,87,16.25,36.15625,35.34375,306,352
21,14,43,113,22.75,17.46875,45.90625,239,257
21,48,176,200,78.0,71.5,81.25,38,38
21,7,173,63,11.375,70.28125,25.59375,261,406
21,18,32,125,29.25,13.0,50.78125,206,351
21,31,77,138,50.375,31.28125,56.0625,268,300
21,30,161,118,48.75,65.40625,47.9375,329,394
21,53,164,231,86.125,66.625,93.84375,294,358
21,45,32,237,73.125,13.0,96.28125,181,262
21,48,214,171,78.0,86.9375,69.46875,64,64
21,5,66,76,8.125,26.8125,30.875,340,407
21,9,167,53,14.625,67.84375,21.53125,261,408
21,58,224,239,94.25,91.0,97.09375,274,320
21,5,103,69,8.125,41.84375,28.03125,341,409
21,46,22,209,74.75,8.9375,84.90625,284,318
21,27,152,141,43.875,61.75,57.28125,70,70
21,38,167,138,61.75,67.84375,56.0625,73,73
21,39,46,176,63.375,18.6875,71.5,152,383
21,11,250,102,17.875,101.5625,41.4375,330,396
21,36,229,163,58.5,93.03125,66.21875,83,83
21,19,189,117,30.875,76.78125,47.53125,135,139
21,5,180,88,8.125,73.125,35.75,342,410
21,28,203,115,45.5,82.46875,46.71875,69,382
21,44,150,172,71.5,60.9375,69.875,288,324
21,27,219,151,43.875,88.96875,61.34375,290,326
21,40,131,149,65.0,53.21875,60.53125,72,72
21,11,116,81,17.875,47.125,32.90625,307,353
21,32,39,189,52.0,15.84375,76.78125,269,301
21,15,216,108,24.375,87.75,43.875,184,196
21,17,246,105,27.625,99.9375,42.65625,170,180
21,41,231,199,66.625,93.84375,80.84375,88,88
21,23,41,166,37.375,16.65625,67.4375,319,367
21,13,133,119,21.125,54.03125,48.34375,225,243
21,19,108,135,30.875,43.875,54.84375,137,141
21,8,218,46,13.0,88.5625,18.6875,308,354
21,58,189,245,94.25,76.78125,99.53125,82,82
21,54,219,223,87.75,88.96875,90.59375,197,209
21,34,112,174,55.25,45.5,70.6875,89,89
21,9,88,114,14.625,35.75,46.3125,305,350
21,6,144,95,9.75,58.5,38.59375,331,397
21,53,144,248,86.125,58.5,100.75,258,314
21,53,191,229,86.125,77.59375,93.03125,332,398
21,21,63,150,34.125,25.59375,60.9375,289,325
21,21,128,140,34.125,52.0,56.875,85,85
21,12,8,147,19.5,3.25,59.71875,324,384
21,12,155,113,19.5,62.96875,45.90625,217,233
21,33,67,184,53.625,27.21875,74.75,101,332
21,34,210,180,55.25,85.3125,73.125,270,302
21,17,33,99,27.625,13.40625,40.21875,343,411
21,52,239,217,84.5,97.09375,88.15625,292,328
21,22,21,140,35.75,8.53125,56.875,249,275
21,33,191,202,53.625,77.59375,82.0625,113,388
21,39,108,191,63.375,43.875,77.59375,102,171
21,12,240,132,19.5,97.5,53.625,320,368
21,18,169,121,29.25,68.65625,49.15625,172,182
21,39,190,181,63.375,77.1875,73.53125,291,327
21,40,168,184,65.0,68.25,74.75,91,91
21,27,91,153,43.875,36.96875,62.15625,296,334
21,42,123,200,68.25,49.96875,81.25,344,412
21,27,79,168,43.875,32.09375,68.25,301,341
21,16,142,132,26.0,57.6875,53.625,171,181
21,38,6,225,61.75,2.4375,91.40625,345,413
21,32,146,192,52.0,59.3125,78.0,81,212
21,50,111,227,81.25,45.09375,92.21875,295,333
21,21,238,119,34.125,96.6875,48.34375,163,173
21,30,240,154,48.75,97.5,62.5625,346,414
21,20,220,127,32.5,89.375,51.59375,139,143
21,7,170,111,11.375,69.0625,45.09375,321,369
21,19,113,170,30.875,45.90625,69.0625,141,145
21,31,160,156,50.375,65.0,63.375,298,336
21,8,60,166,13.0,24.375,67.4375,327,387
21,21,180,165,34.125,73.125,67.03125,275,307
21,38,29,223,61.75,11.78125,90.59375,326,386
21,20,33,199,32.5,13.40625,80.84375,245,269
21,41,142,222,66.625,57.6875,90.1875,130,133
21,31,132,159,50.375,53.625,64.59375,333,399
21,26,23,188,42.25,9.34375,76.375,315,363
21,47,211,202,76.375,85.71875,82.0625,328,391
21,30,103,206,48.75,41.84375,83.6875,117,392
21,47,58,246,76.375,23.5625,99.9375,303,343
22,38,231,137,61.75,93.84375,55.65625,78,78
22,56,38,248,91.0,15.4375,100.75,277,309
22,21,87,112,34.125,35.34375,45.5,168,178
22,35,197,135,56.875,80.03125,54.84375,7,7
22,16,164,85,26.0,66.625,34.53125,203,259
22,29,7,161,47.125,2.84375,65.40625,335,401
22,33,31,170,53.625,12.59375,69.0625,281,313
22,36,144,138,58.5,58.5,56.0625,5,5
22,32,40,157,52.0,16.25,63.78125,193,205
22,46,78,188,74.75,31.6875,76.375,282,315
22,28,75,125,45.5,30.46875,50.78125,26,26
22,49,102,200,79.625,41.4375,81.25,251,294
22,25,116,119,40.625,47.125,48.34375,153,159
22,45,197,166,73.125,80.03125,67.4375,123,125
22,20,175,95,32.5,71.09375,38.59375,265,295
22,36,16,189,58.5,6.5,76.78125,152,237
22,27,45,143,43.875,18.28125,58.09375,4,372
22,37,88,158,60.125,35.75,64.1875,25,25
22,42,32,187,68.25,13.0,75.96875,152,373
22,15,79,102,24.375,32.09375,41.4375,337,403
22,22,226,87,35.75,91.8125,35.34375,133,137
22,51,54,217,82.875,21.9375,88.15625,190,378
22,11,19,121,17.875,7.71875,49.15625,316,364
22,17,130,95,27.625,52.8125,38.59375,200,216
22,52,154,195,84.5,62.5625,79.21875,30,30
22,54,134,210,87.75,54.4375,85.3125,280,312
22,11,141,78,17.875,57.28125,31.6875,317,393
22,26,144,117,42.25,58.5,47.53125,144,148
22,41,120,165,66.625,48.75,67.03125,10,272
22,56,102,218,91.0,41.4375,88.5625,37,37
22,16,14,128,26.0,5.6875,52.0,338,404
22,45,126,179,73.125,51.1875,72.71875,13,13
22,9,216,65,14.625,87.75,26.40625,304,375
22,20,67,118,32.5,27.21875,47.9375,196,208
22,47,108,187,76.375,43.875,75.96875,43,43
22,13,185,73,21.125,75.15625,29.65625,304,374
22,12,71,95,19.5,28.84375,38.59375,246,346
22,29,249,111,47.125,101.15625,45.09375,42,42
22,33,107,140,53.625,43.46875,56.875,211,380
22,18,109,100,29.25,44.28125,40.625,212,228
22,57,91,232,92.625,36.96875,94.25,46,46
22,52,72,210,84.5,29.25,85.3125,190,376
22,26,65,139,42.25,26.40625,56.46875,4,377
22,42,75,169,68.25,30.46875,68.65625,10,270
22,57,10,250,92.625,4.0625,101.5625,235,253
22,30,218,110,48.75,88.5625,44.6875,69,379
22,18,236,80,29.25,95.875,32.5,339,405
22,54,52,232,87.75,21.125,94.25,39,39
22,32,186,118,52.0,75.5625,47.9375,61,61
22,8,142,68,13.0,57.6875,27.625,317,395
22,52,187,193,84.5,75.96875,78.40625,20,20
22,18,204,86,29.25,82.875,34.9375,182,194
22,34,64,159,55.25,26.0,64.59375,101,316
22,8,177,64,13.0,71.90625,26.0,261,406
22,51,20,227,82.875,8.125,92.21875,247,273
22,54,218,192,87.75,88.5625,78.0,58,58
22,45,66,202,73.125,26.8125,82.0625,347,415
22,46,23,213,74.75,9.34375,86.53125,284,318
22,57,223,208,92.625,90.59375,84.5,283,317
22,47,178,202,76.375,72.3125,82.0625,38,38
22,11,90,90,17.875,36.5625,36.5625,306,352
22,12,237,70,19.5,96.28125,28.4375,348,416
22,49,215,174,79.625,87.34375,70.6875,64,64
22,31,159,122,50.375,64.59375,49.5625,329,394
22,28,155,143,45.5,62.96875,58.09375,70,70
22,20,110,138,32.5,44.6875,56.0625,137,141
22,46,33,240,74.75,13.40625,97.5,181,262
22,37,233,166,60.125,94.65625,67.4375,83,83
22,39,45,180,63.375,18.28125,73.125,152,383
22,32,76,141,52.0,30.875,57.28125,268,300
22,18,33,130,29.25,13.40625,52.8125,206,351
22,32,209,157,52.0,84.90625,63.78125,286,322
22,39,171,138,63.375,69.46875,56.0625,73,73
22,58,222,240,94.25,90.1875,97.5,274,320
22,29,202,117,47.125,82.0625,47.53125,69,382
22,14,44,115,22.75,17.875,46.71875,239,257
22,45,153,174,73.125,62.15625,70.6875,288,324
22,6,103,72,9.75,41.84375,29.25,341,409
22,7,116,105,11.375,47.125,42.65625,349,417
22,9,169,53,14.625,68.65625,21.53125,261,408
22,57,188,247,92.625,76.375,100.34375,82,82
22,19,249,106,30.875,101.15625,43.0625,170,180
22,6,66,77,9.75,26.8125,31.28125,340,407
22,41,131,153,66.625,53.21875,62.15625,72,72
22,12,117,84,19.5,47.53125,34.125,307,353
22,20,192,119,32.5,78.0,48.34375,135,139
22,52,164,234,84.5,66.625,95.0625,294,358
22,22,40,165,35.75,16.25,67.03125,319,367
22,33,40,194,53.625,16.25,78.8125,269,301
22,8,148,98,13.0,60.125,39.8125,331,397
22,21,63,151,34.125,25.59375,61.34375,289,325
22,28,222,150,45.5,90.1875,60.9375,290,326
22,9,217,48,14.625,88.15625,19.5,308,354
22,10,91,118,16.25,36.96875,47.9375,305,350
22,16,217,106,26.0,88.15625,43.0625,184,196
22,53,140,249,86.125,56.875,101.15625,258,314
22,14,134,121,22.75,54.4375,49.15625,225,243
22,22,135,145,35.75,54.84375,58.90625,85,85
22,55,214,225,89.375,86.9375,91.40625,197,209
22,34,202,179,55.25,82.0625,72.71875,270,302
22,41,231,201,66.625,93.84375,81.65625,88,88
22,39,104,198,63.375,42.25,80.4375,102,171
22,52,190,229,84.5,77.1875,93.03125,332,398
22,42,219,180,68.25,88.96875,73.125,350,418
22,34,69,187,55.25,28.03125,75.96875,101,332
22,34,114,184,55.25,46.3125,74.75,89,89
22,6,182,92,9.75,73.9375,37.375,342,410
22,26,200,146,42.25,81.25,59.3125,351,419
22,14,156,116,22.75,63.375,47.125,217,233
22,39,192,180,63.375,78.0,73.125,291,327
22,23,22,146,37.375,8.9375,59.3125,249,275
22,5,77,121,8.125,31.28125,49.15625,352,420
22,52,239,220,84.5,97.09375,89.375,292,328
22,18,35,101,29.25,14.21875,41.03125,343,411
22,11,74,123,17.875,30.0625,49.96875,353,421
22,27,91,156,43.875,36.96875,63.375,296,334
22,39,10,229,63.375,4.0625,93.03125,345,413
22,33,201,203,53.625,81.65625,82.46875,113,388
22,13,10,151,21.125,4.0625,61.34375,324,384
22,19,173,127,30.875,70.28125,51.59375,172,182
22,18,145,133,29.25,58.90625,54.03125,171,181
22,14,242,136,22.75,98.3125,55.25,320,368
22,5,7,134,8.125,2.84375,54.4375,354,422
22,43,122,209,69.875,49.5625,84.90625,344,412
22,27,78,170,43.875,31.6875,69.0625,301,341
22,40,165,189,65.0,67.03125,76.78125,91,91
22,20,224,125,32.5,91.0,50.78125,139,143
22,19,114,176,30.875,46.3125,71.5,141,145
22,22,241,126,35.75,97.90625,51.1875,163,173
22,51,113,233,82.875,45.90625,94.65625,295,333
22,29,242,158,47.125,98.3125,64.1875,346,414
22,32,165,158,52.0,67.03125,64.1875,298,336
22,22,33,203,35.75,13.40625,82.46875,245,269
22,9,53,171,14.625,21.53125,69.46875,327,387
22,12,198,115,19.5,80.4375,46.71875,355,423
22,33,143,194,53.625,58.09375,78.8125,81,212
22,22,6,180,35.75,2.4375,73.125,356,424
22,22,183,169,35.75,74.34375,68.65625,275,307
22,31,131,159,50.375,53.21875,64.59375,333,399
22,45,249,239,73.125,101.15625,97.09375,357,425
22,25,20,190,40.625,8.125,77.1875,315,363
22,39,141,220,63.375,57.28125,89.375,130,133
22,46,217,149,74.75,88.15625,60.53125,358,426
23,34,32,172,55.25,13.0,69.875,281,313
23,39,231,138,63.375,93.84375,56.0625,78,78
23,5,21,89,8.125,8.53125,36.15625,359,427
23,36,198,136,58.5,80.4375,55.25,7,7
23,16,165,86,26.0,67.03125,34.9375,203,259
23,26,114,120,42.25,46.3125,48.75,153,159
23,47,77,190,76.375,31.28125,77.1875,282,315
23,29,75,127,47.125,30.46875,51.59375,26,26
23,34,41,160,55.25,16.65625,65.0,193,205
23,23,88,114,37.375,35.75,46.3125,168,178
23,57,102,221,92.625,41.4375,89.78125,37,37
23,46,199,167,74.75,80.84375,67.84375,123,125
23,30,6,164,48.75,2.4375,66.625,335,401
23,28,48,142,45.5,19.5,57.6875,4,372
23,43,31,189,69.875,12.59375,76.78125,152,373
23,38,146,143,61.75,59.3125,58.09375,5,5
23,22,177,98,35.75,71.90625,39.8125,265,295
23,38,94,162,61.75,38.1875,65.8125,25,25
23,37,19,190,60.125,7.71875,77.1875,152,237
23,54,136,209,87.75,55.25,84.90625,280,312
23,50,106,202,81.25,43.0625,82.0625,251,294
23,13,143,81,21.125,58.09375,32.90625,317,393
23,26,144,116,42.25,58.5,47.125,144,148
23,5,10,98,8.125,4.0625,39.8125,360,428
23,53,160,198,86.125,65.0,80.4375,30,30
23,6,42,94,9.75,17.0625,38.1875,361,429
23,10,217,67,16.25,88.15625,27.21875,304,375
23,24,228,91,39.0,92.625,36.96875,133,137
23,19,131,97,30.875,53.21875,39.40625,200,216
23,12,20,122,19.5,8.125,49.5625,316,364
23,58,92,236,94.25,37.375,95.875,46,46
23,16,82,107,26.0,33.3125,43.46875,337,403
23,18,108,103,29.25,43.875,41.84375,212,228
23,46,128,180,74.75,52.0,73.125,13,13
23,5,198,53,8.125,80.4375,21.53125,362,430
23,34,109,142,55.25,44.28125,57.6875,211,380
23,41,122,166,66.625,49.5625,67.4375,10,272
23,52,56,219,84.5,22.75,88.96875,190,378
23,47,110,187,76.375,44.6875,75.96875,43,43
23,20,68,120,32.5,27.625,48.75,196,208
23,13,71,96,21.125,28.84375,39.0,246,346
23,18,17,132,29.25,6.90625,53.625,338,404
23,29,67,143,47.125,27.21875,58.09375,4,377
23,42,78,172,68.25,31.6875,69.875,10,270
23,52,75,212,84.5,30.46875,86.125,190,376
23,55,53,235,89.375,21.53125,95.46875,39,39
23,31,250,113,50.375,101.5625,45.90625,42,42
23,46,66,204,74.75,26.8125,82.875,347,415
23,31,222,112,50.375,90.1875,45.5,69,379
23,53,191,196,86.125,77.59375,79.625,20,20
23,34,186,121,55.25,75.5625,49.15625,61,61
23,52,20,232,84.5,8.125,94.25,247,273
23,57,226,208,92.625,91.8125,84.5,283,317
23,55,222,193,89.375,90.1875,78.40625,58,58
23,20,205,89,32.5,83.28125,36.15625,182,194
23,10,181,66,16.25,73.53125,26.8125,261,406
23,47,180,201,76.375,73.125,81.65625,38,38
23,47,37,243,76.375,15.03125,98.71875,181,262
23,13,235,70,21.125,95.46875,28.4375,348,416
23,12,90,92,19.5,36.5625,37.375,306,352
23,33,77,144,53.625,31.28125,58.5,268,300
23,50,218,175,81.25,88.5625,71.09375,64,64
23,9,143,70,14.625,58.09375,28.4375,317,395
23,32,158,123,52.0,64.1875,49.96875,329,394
23,20,35,133,32.5,14.21875,54.03125,206,351
23,15,186,77,24.375,75.5625,31.28125,304,374
23,41,50,185,66.625,20.3125,75.15625,152,383
23,21,110,141,34.125,44.6875,57.28125,137,141
23,47,22,217,76.375,8.9375,88.15625,284,318
23,16,45,118,26.0,18.28125,47.9375,239,257
23,34,209,157,55.25,84.90625,63.78125,286,322
23,39,171,137,63.375,69.46875,55.65625,73,73
23,29,156,146,47.125,63.375,59.3125,70,70
23,58,224,243,94.25,91.0,98.71875,274,320
23,35,64,159,56.875,26.0,64.59375,101,316
23,31,206,119,50.375,83.6875,48.34375,69,382
23,14,179,101,22.75,72.71875,41.03125,363,431
23,42,230,201,68.25,93.4375,81.65625,88,88
23,7,67,78,11.375,27.21875,31.6875,340,407
23,37,234,167,60.125,95.0625,67.84375,83,83
23,30,226,149,48.75,91.8125,60.53125,290,326
23,47,157,179,76.375,63.78125,72.71875,288,324
23,10,170,53,16.25,69.0625,21.53125,261,408
23,8,104,75,13.0,42.25,30.46875,341,409
23,20,250,108,32.5,101.5625,43.875,170,180
23,24,41,166,39.0,16.65625,67.4375,319,367
23,10,153,98,16.25,62.15625,39.8125,331,397
23,9,120,106,14.625,48.75,43.0625,349,417
23,58,188,246,94.25,76.375,99.9375,82,82
23,42,134,155,68.25,54.4375,62.96875,72,72
23,18,221,107,29.25,89.78125,43.46875,184,196
23,14,116,86,22.75,47.125,34.9375,307,353
23,10,92,116,16.25,37.375,47.125,305,350
23,14,134,126,22.75,54.4375,51.1875,225,243
23,22,195,121,35.75,79.21875,49.15625,135,139
23,53,171,238,86.125,69.46875,96.6875,294,358
23,23,65,154,37.375,26.40625,62.5625,289,325
23,35,69,193,56.875,28.03125,78.40625,101,332
23,10,219,48,16.25,88.96875,19.5,308,354
23,54,215,224,87.75,87.34375,91.0,197,209
23,23,139,149,37.375,56.46875,60.53125,85,85
23,36,114,182,58.5,46.3125,73.9375,89,89
23,52,191,228,84.5,77.59375,92.625,332,398
23,35,204,184,56.875,82.875,74.75,270,302
23,40,193,181,65.0,78.40625,73.53125,291,327
23,34,39,198,55.25,15.84375,80.4375,269,301
23,35,201,209,56.875,81.65625,84.90625,113,388
23,53,236,218,86.125,95.875,88.5625,292,328
23,11,107,65,17.875,43.46875,26.40625,364,432
23,46,248,190,74.75,100.75,77.1875,365,433
23,25,27,152,40.625,10.96875,61.75,249,275
23,12,76,127,19.5,30.875,51.59375,353,421
23,27,205,149,43.875,83.28125,60.53125,351,419
23,15,159,119,24.375,64.59375,48.34375,217,233
23,40,110,202,65.0,44.6875,82.0625,102,171
23,7,187,91,11.375,75.96875,36.96875,342,410
23,23,243,119,37.375,98.71875,48.34375,163,173
23,19,34,102,30.875,13.8125,41.4375,343,411
23,15,245,137,24.375,99.53125,55.65625,320,368
23,7,13,139,11.375,5.28125,56.46875,354,422
23,28,92,156,45.5,37.375,63.375,296,334
23,11,138,109,17.875,56.0625,44.28125,366,434
23,18,146,137,29.25,59.3125,55.65625,171,181
23,40,162,190,65.0,65.8125,77.1875,91,91
23,13,9,154,21.125,3.65625,62.5625,324,384
23,45,145,200,73.125,58.90625,81.25,367,435
23,39,11,229,63.375,4.46875,93.03125,345,413
23,45,126,211,73.125,51.1875,85.71875,344,412
23,20,177,129,32.5,71.90625,52.40625,172,182
23,48,149,242,78.0,60.53125,98.3125,368,436
23,21,227,126,34.125,92.21875,51.1875,139,143
23,29,81,175,47.125,32.90625,71.09375,301,341
23,34,167,163,55.25,67.84375,66.21875,298,336
23,22,110,177,35.75,44.6875,71.90625,141,145
23,30,243,156,48.75,98.71875,63.375,346,414
23,33,141,196,53.625,57.28125,79.625,81,212
23,14,203,115,22.75,82.46875,46.71875,355,423
23,5,206,89,8.125,83.6875,36.15625,369,437
23,10,61,170,16.25,24.78125,69.0625,327,387
23,23,31,207,37.375,12.59375,84.09375,245,269
23,5,199,121,8.125,80.84375,49.15625,370,438
23,38,35,228,61.75,14.21875,92.625,371,439
23,23,7,183,37.375,2.84375,74.34375,356,424
23,44,72,223,71.5,29.25,90.59375,372,440
23,23,176,171,37.375,71.5,69.46875,275,307
23,31,131,162,50.375,53.21875,65.8125,333,399
23,47,210,202,76.375,85.3125,82.0625,373,441
23,26,20,194,42.25,8.125,78.8125,315,363
23,40,142,224,65.0,57.6875,91.0,130,133
23,33,106,219,53.625,43.0625,88.96875,374,442
24,36,34,177,58.5,13.8125,71.90625,281,313
24,37,197,140,60.125,80.03125,56.875,7,7
24,7,24,95,11.375,9.75,38.59375,359,427
24,40,231,141,65.0,93.84375,57.28125,78,78
24,18,165,90,29.25,67.03125,36.5625,203,259
24,27,115,123,43.875,46.71875,49.96875,153,159
24,24,88,118,39.0,35.75,47.9375,168,178
24,29,74,131,47.125,30.0625,53.21875,26,26
24,31,7,170,50.375,2.84375,69.0625,335,401
24,40,149,149,65.0,60.53125,60.53125,5,5
24,47,199,171,76.375,80.84375,69.46875,123,125
24,36,45,168,58.5,18.28125,68.25,193,205
24,48,79,194,78.0,32.09375,78.8125,282,315
24,43,33,193,69.875,13.40625,78.40625,152,373
24,55,139,212,89.375,56.46875,86.125,280,312
24,29,49,148,47.125,19.90625,60.125,4,372
24,57,104,223,92.625,42.25,90.59375,37,37
24,24,177,102,39.0,71.90625,41.4375,265,295
24,6,10,102,9.75,4.0625,41.4375,360,428
24,39,20,196,63.375,8.125,79.625,152,237
24,6,200,56,9.75,81.25,22.75,362,430
24,20,132,101,32.5,53.625,41.03125,200,216
24,50,107,204,81.25,43.46875,82.875,251,294
24,52,55,221,84.5,22.34375,89.78125,190,378
24,15,71,100,24.375,28.84375,40.625,246,346
24,43,124,170,69.875,50.375,69.0625,10,272
24,14,142,84,22.75,57.6875,34.125,317,393
24,20,110,108,32.5,44.6875,43.875,212,228
24,14,23,127,22.75,9.34375,51.59375,316,364
24,40,96,166,65.0,39.0,67.4375,25,25
24,28,144,122,45.5,58.5,49.5625,144,148
24,8,45,97,13.0,18.28125,39.40625,361,429
24,47,131,183,76.375,53.21875,74.34375,13,13
24,11,217,69,17.875,88.15625,28.03125,304,375
24,49,114,191,79.625,46.3125,77.59375,43,43
24,54,163,201,87.75,66.21875,81.65625,30,30
24,31,68,148,50.375,27.625,60.125,4,377
24,22,67,126,35.75,27.21875,51.1875,196,208
24,43,79,177,69.875,32.09375,71.90625,10,270
24,19,16,138,30.875,6.5,56.0625,338,404
24,56,56,242,91.0,22.75,98.3125,39,39
24,54,194,198,87.75,78.8125,80.4375,20,20
24,32,224,115,52.0,91.0,46.71875,69,379
24,25,228,94,40.625,92.625,38.1875,133,443
24,21,236,85,34.125,95.875,34.53125,133,444
24,35,111,146,56.875,45.09375,59.3125,211,380
24,17,188,80,27.625,76.375,32.5,304,374
24,5,148,65,8.125,60.125,26.40625,375,445
24,35,189,123,56.875,76.78125,49.96875,61,61
24,11,183,67,17.875,74.34375,27.21875,261,406
24,53,21,237,86.125,8.53125,96.28125,247,273
24,48,69,209,78.0,28.03125,84.90625,347,415
24,11,143,74,17.875,58.09375,30.0625,317,395
24,56,223,194,91.0,90.59375,78.8125,58,58
24,57,224,207,92.625,91.0,84.09375,283,317
24,49,181,209,79.625,73.53125,84.90625,38,38
24,22,205,91,35.75,83.28125,36.96875,182,194
24,14,237,72,22.75,96.28125,29.25,348,416
24,50,222,175,81.25,90.1875,71.09375,64,64
24,14,91,96,22.75,36.96875,39.0,306,352
24,19,46,122,30.875,18.6875,49.5625,239,257
24,22,34,138,35.75,13.8125,56.0625,206,351
24,8,68,82,13.0,27.625,33.3125,340,407
24,47,40,249,76.375,16.25,101.15625,181,262
24,54,77,220,87.75,31.28125,89.375,190,376
24,43,51,191,69.875,20.71875,77.59375,152,383
24,48,26,222,78.0,10.5625,90.1875,284,318
24,42,233,203,68.25,94.65625,82.46875,88,88
24,16,181,104,26.0,73.53125,42.25,363,431
24,33,160,126,53.625,65.0,51.1875,329,394
24,12,92,119,19.5,37.375,48.34375,305,446
24,35,80,150,56.875,32.5,60.9375,268,300
24,40,170,141,65.0,69.0625,57.28125,73,73
24,36,62,161,58.5,25.1875,65.40625,101,316
24,10,104,80,16.25,42.25,32.5,341,409
24,12,154,103,19.5,62.5625,41.84375,331,397
24,11,170,55,17.875,69.0625,22.34375,261,408
24,26,41,171,42.25,16.65625,69.46875,319,367
24,16,138,126,26.0,56.0625,51.1875,225,243
24,23,114,146,37.375,46.3125,59.3125,137,141
24,43,136,158,69.875,55.25,64.1875,72,72
24,16,117,89,26.0,47.53125,36.15625,307,353
24,24,200,124,39.0,81.25,50.375,135,139
24,36,203,185,58.5,82.46875,75.15625,270,302
24,41,185,152,66.625,75.15625,61.75,376,447
24,31,224,153,50.375,91.0,62.15625,290,326
24,32,207,121,52.0,84.09375,49.15625,69,382
24,35,214,161,56.875,86.9375,65.40625,286,322
24,8,86,129,13.0,34.9375,52.40625,305,448
24,9,120,110,14.625,48.75,44.6875,349,417
24,58,225,241,94.25,91.40625,97.90625,274,320
24,31,159,153,50.375,64.59375,62.15625,70,70
24,29,97,131,47.125,39.40625,53.21875,377,449
24,35,37,204,56.875,15.03125,82.875,269,301
24,11,220,50,17.875,89.375,20.3125,308,354
24,10,186,94,16.25,75.5625,38.1875,342,410
24,5,65,105,8.125,26.40625,42.65625,378,450
24,36,71,196,58.5,28.84375,79.625,101,332
24,38,237,169,61.75,96.28125,68.65625,83,83
24,19,223,111,30.875,90.59375,45.09375,184,196
24,49,162,184,79.625,65.8125,74.75,288,324
24,37,114,190,60.125,46.3125,77.1875,89,89
24,13,77,131,21.125,31.28125,53.21875,353,421
24,12,106,68,19.5,43.0625,27.625,364,432
24,27,27,157,43.875,10.96875,63.78125,249,275
24,54,217,228,87.75,88.15625,92.625,197,209
24,16,159,125,26.0,64.59375,50.78125,217,233
24,25,141,153,40.625,57.28125,62.15625,85,85
24,20,36,103,32.5,14.625,41.84375,343,411
24,17,120,134,27.625,48.75,54.4375,379,451
24,52,192,233,84.5,78.0,94.65625,332,398
24,43,6,203,69.875,2.4375,82.46875,380,452
24,54,164,239,87.75,66.625,97.09375,294,453
24,28,94,158,45.5,38.1875,64.1875,296,334
24,17,249,139,27.625,101.15625,56.46875,320,368
24,28,206,154,45.5,83.6875,62.5625,351,419
24,9,15,141,14.625,6.09375,57.28125,354,422
24,24,244,122,39.0,99.125,49.5625,163,173
24,6,206,121,9.75,83.6875,49.15625,370,438
24,14,11,157,22.75,4.46875,63.78125,324,384
24,21,186,135,34.125,75.5625,54.84375,172,182
24,32,244,155,52.0,99.125,62.96875,346,414
24,54,173,245,87.75,70.28125,99.53125,294,454
24,44,59,235,71.5,23.96875,95.46875,381,455
