frame,z,y,x
26,14,110,71
26,40,23,204
26,56,167,212
26,9,28,102
26,35,161,133
26,14,187,74
26,38,40,212
26,9,23,146
26,18,135,128
26,22,238,91
26,13,144,79
26,45,55,195
26,29,95,163
26,4,123,72
26,48,222,242
26,37,85,158
26,7,70,114
26,17,183,112
26,10,209,98
26,55,57,236
26,25,71,162
26,17,77,143
26,57,224,201
26,29,115,132
26,54,117,246
26,7,166,95
26,33,71,157
26,44,139,166
26,11,190,103
26,50,167,191
26,38,65,165
26,36,251,126
26,54,215,232
26,52,251,184
26,19,250,148
26,21,53,128
26,30,53,154
26,4,16,124
26,23,73,129
26,13,157,109
26,26,245,128
26,38,75,203
26,19,121,138
26,39,53,180
26,28,141,157
26,45,79,188
26,56,139,219
26,49,82,203
26,27,5,164
26,50,25,231
26,13,89,123
26,38,31,160
26,20,6,172
26,51,111,211
26,38,215,189
26,48,215,157
26,42,17,243
26,29,31,167
26,24,31,214
26,50,117,197
26,51,224,181
26,33,245,157
26,4,200,77
26,35,135,180
26,55,193,207
26,14,53,141
26,47,79,234
26,20,83,117
26,30,73,183
26,30,208,158
26,5,67,77
26,30,22,211
26,24,225,137
27,38,9,224
27,38,207,224
27,57,137,223
27,48,135,225
27,53,239,224
27,8,87,84
27,18,72,109
27,20,119,101
27,23,32,111
27,32,145,134
27,9,208,127
27,14,223,56
27,40,33,185
27,20,192,89
27,24,110,118
27,45,111,225
27,50,71,224
27,6,183,54
27,44,96,179
27,48,55,199
27,10,13,114
27,32,96,144
27,6,121,75
27,47,33,206
27,40,237,172
27,51,136,198
27,7,225,94
27,12,69,90
27,25,137,114
27,56,19,249
27,43,233,152
27,24,18,150
27,38,112,158
27,44,184,165
27,47,57,249
27,40,198,152
27,36,9,181
27,43,199,205
27,27,235,100
27,9,151,76
27,16,187,76
27,36,208,173
27,35,225,125
27,18,23,140
27,36,127,147
27,4,97,63
27,46,224,190
27,31,74,139
27,7,243,78
27,43,237,208
27,33,223,158
27,24,71,133
27,44,156,165
27,42,169,150
27,49,184,214
27,18,95,108
27,21,247,152
27,24,224,139
27,11,29,107
27,17,236,79
27,17,19,166
27,16,109,75
27,19,80,149
27,39,64,167
27,14,104,86
27,25,207,102
27,14,213,75
27,16,55,145
27,15,145,84
27,12,49,106
27,26,198,134
27,46,127,182
27,25,151,146
27,16,62,188
27,28,91,130
27,31,49,154
27,58,167,215
27,8,69,115
27,31,95,166
27,58,108,234
27,37,187,130
27,31,31,172
27,7,241,51
27,30,47,182
27,32,119,137
27,52,47,230
27,35,207,131
27,24,239,94
27,18,143,95
27,22,169,101
27,8,202,60
27,38,85,161
27,22,223,123
27,35,161,165
27,59,231,247
27,40,55,187
27,11,21,150
27,5,16,126
27,26,118,151
27,21,5,174
27,12,87,139
27,27,182,109
27,20,121,141
27,9,165,63
27,41,119,202
27,4,35,86
27,10,128,144
27,50,81,206
27,58,79,229
27,46,71,194
27,26,72,164
27,24,32,215
27,50,206,184
27,50,113,199
27,36,163,136
27,20,159,128
27,10,119,117
27,6,201,78
27,54,111,246
27,58,223,204
27,14,155,111
27,25,177,142
27,12,189,106
27,53,251,187
27,30,7,164
27,17,43,117
27,14,169,62
27,56,191,210
27,7,65,78
27,4,99,109
27,30,71,186
27,56,213,232
27,34,241,157
27,38,73,205
27,18,182,114
27,51,24,236
27,39,31,162
27,23,51,130
27,5,5,102
27,46,139,169
27,48,79,237
27,46,9,215
27,48,157,217
27,44,35,242
27,24,251,115
27,28,190,184
27,30,139,159
27,56,57,242
27,49,215,215
27,19,135,129
27,28,15,194
27,37,135,182
27,11,113,90
27,53,224,186
27,41,23,206
27,35,69,158
27,4,50,67
27,31,21,214
27,19,203,130
27,26,39,151
27,49,217,246
27,48,223,224
27,22,83,119
27,9,44,93
27,40,209,191
27,26,246,131
27,52,165,192
27,52,195,242
27,43,15,246
28,48,136,225
28,38,10,224
28,24,31,113
28,40,207,225
28,8,127,77
28,15,224,56
28,58,141,224
28,48,55,200
28,44,235,154
28,48,17,222
28,8,80,160
28,28,96,133
28,7,184,56
28,27,143,116
28,16,215,75
28,16,111,91
28,24,175,104
28,40,215,225
28,48,160,214
28,41,237,175
28,7,225,91
28,22,199,91
28,33,224,163
28,29,235,104
28,10,169,66
28,6,101,67
28,17,63,193
28,13,31,110
28,16,151,85
28,54,240,226
28,20,96,107
28,16,111,74
28,14,55,109
28,52,207,187
28,36,9,183
28,47,127,187
28,44,237,211
28,8,71,114
28,6,39,89
28,13,72,93
28,40,38,186
28,59,171,222
28,48,5,234
28,26,209,102
28,46,157,168
28,52,136,202
28,39,87,161
28,50,184,214
28,26,152,145
28,31,55,155
28,32,119,139
28,9,89,85
28,26,119,154
28,22,7,174
28,40,112,162
28,56,216,232
28,17,239,78
28,42,200,154
28,17,189,78
28,47,225,192
28,27,200,137
28,12,192,105
28,32,77,139
28,37,128,149
28,24,244,92
28,19,47,118
28,12,215,101
28,11,15,110
28,11,209,130
28,53,47,232
28,20,137,131
28,11,155,76
28,8,241,53
28,44,199,202
28,24,20,150
28,32,96,169
28,47,59,249
28,20,145,98
28,33,149,135
28,28,189,110
28,38,189,130
28,19,75,110
28,26,115,122
28,7,199,76
28,36,213,135
28,52,71,226
28,40,4,196
28,20,207,131
28,30,49,185
28,9,247,78
28,27,72,165
28,59,109,235
28,47,39,208
28,10,205,60
28,32,208,166
28,6,16,129
28,44,174,154
28,42,119,204
28,4,78,74
28,19,23,141
28,19,22,165
28,22,126,105
28,15,159,114
28,53,111,217
28,24,57,131
28,45,98,181
28,24,32,218
28,41,57,188
28,38,209,171
28,9,67,79
28,11,133,146
28,30,9,168
28,22,243,155
28,45,191,166
28,58,193,213
28,54,251,186
28,42,15,246
28,36,230,127
28,32,33,172
28,46,71,195
28,54,114,247
28,26,79,130
28,23,87,118
28,47,142,172
28,20,185,116
28,58,58,246
28,51,113,199
28,10,46,98
28,40,66,166
28,19,81,147
28,49,83,206
28,58,79,232
28,35,165,165
28,38,165,139
28,15,88,125
28,36,73,161
28,48,81,238
28,6,10,101
28,20,161,132
28,58,217,204
28,17,55,149
28,21,123,142
28,5,102,107
28,10,167,100
28,44,35,241
28,40,31,162
28,37,135,180
28,30,142,162
28,18,225,106
28,36,241,159
28,12,91,138
28,34,98,145
28,26,182,139
28,30,17,195
28,45,119,229
28,39,77,205
28,52,26,239
28,50,249,203
28,5,141,68
28,54,194,242
28,25,225,140
28,54,231,189
28,11,125,116
28,48,223,223
28,16,189,129
28,22,95,197
29,48,144,224
29,40,16,224
29,48,16,223
29,48,128,189
29,41,208,225
29,48,160,173
29,16,56,112
29,16,175,63
29,48,103,183
29,8,103,70
29,28,119,123
29,18,4,125
29,48,143,175
29,16,225,56
29,10,190,59
29,35,79,142
29,25,32,114
29,36,151,139
29,56,224,236
29,8,40,90
29,48,71,195
29,48,39,212
29,19,64,197
29,38,234,130
29,32,56,155
29,30,193,111
29,16,76,96
29,46,237,155
29,28,120,156
29,48,61,248
29,54,208,188
29,28,215,103
29,54,48,233
29,12,92,86
29,10,131,79
29,19,192,80
29,46,176,156
29,16,160,115
29,48,192,170
29,8,12,99
29,38,215,135
29,17,111,74
29,31,243,108
29,16,218,75
29,40,79,205
29,13,159,78
29,43,241,176
29,54,112,222
29,18,151,85
29,45,239,210
29,24,129,107
29,48,225,194
29,10,74,116
29,5,79,76
29,54,243,226
29,39,191,133
29,4,118,64
29,29,149,118
29,31,103,134
29,21,49,121
29,55,119,248
29,50,55,203
29,40,71,167
29,23,205,92
29,10,251,77
29,26,23,149
29,38,10,184
29,24,7,176
29,39,169,142
29,31,192,191
29,41,39,188
29,13,19,113
29,22,77,116
29,9,231,90
29,47,119,226
29,26,249,92
29,43,55,221
29,31,144,159
29,44,201,156
29,24,249,157
29,36,103,146
29,15,35,112
29,59,61,248
29,56,201,240
29,10,246,54
29,11,82,161
29,22,127,142
29,32,11,167
29,8,18,128
29,11,70,81
29,39,215,168
29,9,203,78
29,25,177,106
29,10,127,114
29,6,143,69
29,42,4,198
29,42,18,246
29,22,150,99
29,40,131,153
29,22,137,131
29,35,126,142
29,41,91,162
29,31,49,188
29,19,243,78
29,16,89,130
29,52,191,215
29,33,97,170
29,11,211,59
29,21,81,150
29,13,209,132
29,29,73,167
29,27,155,143
29,5,249,42
29,22,165,130
29,54,143,203
29,45,201,199
29,40,215,192
29,52,117,203
29,27,39,221
29,28,40,150
29,31,17,196
29,52,215,214
29,4,61,79
29,51,223,249
29,26,185,143
29,17,119,92
29,58,193,214
29,6,169,98
29,48,167,213
29,29,203,135
29,14,216,100
29,16,29,156
29,6,162,46
29,4,200,90
29,36,229,162
29,28,84,133
29,53,29,242
29,21,23,167
29,43,59,191
29,49,87,235
29,12,51,98
29,20,24,141
29,51,87,210
29,21,208,133
29,4,231,63
29,36,168,166
29,21,99,109
29,41,115,163
29,26,93,122
29,19,57,150
29,15,195,107
29,7,41,122
29,28,63,138
29,5,25,89
29,14,94,138
29,54,167,200
29,56,231,191
29,31,75,190
30,48,144,222
30,16,176,65
30,29,40,223
30,32,104,136
30,16,136,148
30,50,16,223
30,48,62,250
30,44,56,223
30,48,239,155
30,16,39,113
30,8,86,77
30,36,80,143
30,24,208,93
30,18,223,76
30,24,79,117
30,48,40,213
30,27,32,116
30,42,215,225
30,40,17,224
30,48,176,160
30,20,119,94
30,55,248,225
30,10,109,74
30,42,40,188
30,40,191,133
30,56,114,223
30,46,122,224
30,24,104,111
30,16,225,55
30,15,95,91
30,11,194,58
30,36,236,167
30,40,236,130
30,20,9,128
30,22,64,197
30,11,233,91
30,5,120,64
30,18,79,100
30,31,154,117
30,18,111,74
30,48,103,187
30,50,160,174
30,23,152,101
30,13,135,80
30,48,192,171
30,30,125,126
30,32,48,194
30,10,45,90
30,32,246,108
30,39,216,134
30,12,216,60
30,15,216,133
30,30,207,134
30,49,71,197
30,24,128,146
30,32,197,113
30,38,9,185
30,38,155,140
30,30,218,103
30,44,5,200
30,6,103,110
30,6,233,66
30,32,16,198
30,38,104,147
30,4,95,62
30,25,251,159
30,55,49,235
30,18,57,116
30,58,225,234
30,14,55,100
30,46,207,156
30,28,159,146
30,15,165,81
30,55,208,189
30,14,74,83
30,53,192,213
30,30,125,156
30,7,249,42
30,14,96,141
30,23,167,129
30,10,15,100
30,56,120,249
30,37,127,143
30,8,145,71
30,10,207,77
30,50,127,190
30,23,87,149
30,6,65,80
30,23,31,169
30,26,134,110
30,20,150,86
30,27,183,106
30,12,251,79
30,24,8,179
30,20,195,81
30,52,5,239
30,11,129,115
30,42,80,208
30,6,144,53
30,51,56,205
30,44,118,166
30,34,61,156
30,23,51,123
30,54,31,244
30,8,177,50
30,30,87,131
30,4,26,155
30,12,247,54
30,14,23,114
30,10,17,131
30,58,234,192
30,24,143,129
30,44,247,179
30,14,88,161
30,11,77,116
30,46,241,210
30,16,195,109
30,27,251,91
30,41,221,168
30,43,94,165
30,44,59,194
30,41,183,173
30,33,13,166
30,32,73,189
30,32,193,193
30,56,142,206
30,41,223,195
30,6,75,62
30,50,143,178
30,23,31,142
30,39,79,166
30,20,248,78
30,42,70,170
30,48,231,189
30,28,233,141
30,6,205,87
30,7,29,92
30,28,97,123
30,43,127,196
30,26,233,124
30,56,77,234
30,18,165,116
30,28,63,137
30,41,134,155
30,29,30,150
30,8,41,127
30,29,78,169
30,44,167,190
30,35,111,226
30,34,97,171
30,54,117,205
30,41,29,242
30,42,171,142
30,28,187,140
30,57,205,240
30,46,207,199
30,52,86,211
30,50,169,210
30,8,55,66
30,7,171,98
30,17,95,126
30,10,192,99
30,33,21,216
31,16,224,135
31,16,96,94
31,46,121,223
31,16,176,67
31,41,216,225
31,44,63,223
31,50,16,223
31,32,128,131
31,16,225,56
31,16,168,84
31,24,32,145
31,19,223,77
31,48,103,188
31,40,223,167
31,12,196,60
31,57,117,224
31,48,233,193
31,26,80,118
31,16,126,159
31,30,207,133
31,27,31,116
31,42,40,188
31,6,126,68
31,32,47,193
31,12,79,117
31,24,167,132
31,40,238,132
31,11,232,90
31,24,153,103
31,12,111,78
31,48,62,249
31,40,217,136
31,34,199,116
31,14,137,84
31,9,31,93
31,48,245,156
31,46,208,157
31,28,185,109
31,48,145,215
31,26,214,93
31,55,250,225
31,7,143,54
31,12,47,93
31,48,40,212
31,10,90,77
31,36,240,167
31,55,48,236
31,17,39,118
31,38,10,185
31,44,7,201
31,19,63,117
31,31,221,106
31,24,31,171
31,32,71,189
31,21,120,97
31,14,88,167
31,37,83,146
31,32,87,134
31,33,247,108
31,6,237,67
31,10,151,74
31,7,103,108
31,4,29,76
31,43,94,164
31,11,128,117
31,31,157,120
31,20,10,131
31,24,131,150
31,7,251,42
31,39,157,143
31,35,61,155
31,10,207,76
31,6,63,151
31,18,113,74
31,29,159,149
31,25,105,114
31,10,179,51
31,48,73,197
31,24,143,130
31,33,105,138
31,23,87,150
31,49,199,172
31,10,19,131
31,32,13,165
31,21,63,198
31,24,51,122
31,41,190,135
31,52,5,241
31,10,15,100
31,20,83,103
31,15,74,88
31,45,207,200
31,31,9,198
31,8,69,83
31,38,129,146
31,27,135,112
31,15,96,141
31,30,125,158
31,29,39,220
31,52,192,214
31,44,119,169
31,58,235,193
31,22,197,83
31,4,27,156
31,41,223,192
31,48,179,165
31,15,57,102
31,41,23,223
31,5,98,63
31,25,9,180
31,8,77,66
31,6,205,86
31,56,122,248
31,43,251,181
31,46,247,210
31,50,127,193
31,44,62,196
31,35,96,173
31,51,163,180
31,29,237,141
31,20,249,78
31,21,151,90
31,42,70,171
31,16,195,109
31,16,25,114
31,27,251,92
31,33,151,164
31,18,165,118
31,28,190,142
31,41,80,207
31,29,79,168
31,10,191,96
31,30,63,136
31,54,30,245
31,58,229,233
31,56,209,193
31,56,167,204
31,42,133,158
31,42,173,147
31,19,95,130
31,41,31,242
31,23,215,135
31,52,57,206
31,56,142,206
31,32,17,217
31,39,143,181
31,48,225,224
31,34,104,226
31,43,131,194
31,13,249,56
31,40,184,173
31,56,209,239
31,54,113,206
31,10,47,130
31,35,39,173
31,49,93,234
31,50,143,180
31,14,151,147
31,5,46,86
32,44,64,223
32,16,184,71
32,46,127,223
32,48,152,215
32,16,5,193
32,48,215,161
32,4,223,36
32,6,32,158
32,40,224,136
32,42,216,225
32,32,225,107
32,16,33,114
32,52,168,183
32,12,4,103
32,16,103,93
32,12,216,78
32,48,248,156
32,58,119,226
32,16,81,90
32,42,225,169
32,24,96,148
32,30,42,224
32,36,207,119
32,16,144,84
32,16,104,139
32,39,17,188
32,37,71,158
32,20,226,78
32,6,104,65
32,14,203,62
32,48,66,249
32,23,201,84
32,26,177,131
32,33,135,131
32,11,97,80
32,4,9,84
32,4,189,45
32,7,133,68
32,43,136,159
32,22,17,132
32,12,241,93
32,27,112,115
32,17,233,136
32,30,33,153
32,13,55,94
32,42,31,223
32,44,72,172
32,32,72,190
32,13,119,78
32,28,37,118
32,27,221,94
32,6,35,77
32,32,165,121
32,34,113,141
32,40,164,143
32,23,127,100
32,56,127,250
32,28,85,118
32,32,130,159
32,30,193,112
32,11,159,73
32,20,66,122
32,32,48,193
32,9,150,54
32,34,19,167
32,53,9,242
32,8,111,107
32,22,91,104
32,26,160,105
32,52,21,225
32,12,186,52
32,19,121,74
32,39,93,147
32,53,201,214
32,15,225,61
32,10,85,69
32,8,216,92
32,18,173,84
32,50,79,198
32,19,47,121
32,26,57,124
32,31,217,135
32,16,31,154
32,50,183,168
32,49,241,194
32,30,167,147
32,40,151,179
32,45,64,197
32,29,143,115
32,40,141,147
32,45,14,202
32,43,46,188
32,47,31,214
32,24,223,136
32,58,217,196
32,18,127,164
32,20,171,118
32,9,39,97
32,24,4,149
32,6,71,147
32,57,79,238
32,30,199,141
32,42,197,140
32,26,138,150
32,26,9,182
32,5,245,86
32,56,53,239
32,31,9,198
32,54,96,216
32,24,32,173
32,8,244,64
32,30,104,131
32,12,136,116
32,32,49,154
32,38,183,161
32,21,155,91
32,22,67,198
32,22,200,115
32,31,81,171
32,58,234,235
32,52,63,208
32,51,107,188
32,16,233,107
32,46,121,172
32,32,135,210
32,38,245,168
32,15,159,147
32,9,75,83
32,4,136,95
32,34,159,165
32,6,54,86
32,33,94,134
32,16,64,104
32,42,247,135
32,57,214,243
32,55,33,248
32,27,238,125
32,46,215,199
32,27,103,198
32,12,85,115
32,56,120,210
32,44,138,194
32,26,152,131
32,57,185,234
32,15,102,165
32,48,225,224
32,12,23,103
32,51,207,176
32,52,134,195
32,8,67,62
32,31,71,138
32,11,55,132
32,10,181,98
32,44,179,149
32,6,157,122
32,4,143,80
32,10,24,130
32,24,38,146
32,34,199,198
32,45,101,170
32,8,225,141
32,20,199,132
32,40,113,153
32,22,71,151
32,58,149,210
32,50,97,236
32,48,87,224
33,44,176,224
33,48,127,224
33,48,216,161
33,32,136,158
33,8,137,65
33,31,48,223
33,17,8,192
33,12,11,99
33,7,34,158
33,40,167,140
33,24,207,83
33,34,136,128
33,12,87,111
33,24,39,142
33,39,96,144
33,38,17,184
33,43,224,226
33,18,235,137
33,24,40,168
33,22,96,103
33,50,111,189
33,11,103,78
33,43,47,183
33,12,89,68
33,40,143,146
33,38,71,157
33,56,95,223
33,33,168,119
33,12,223,78
33,19,176,83
33,44,233,169
33,48,152,211
33,6,41,73
33,32,136,206
33,6,73,144
33,44,72,171
33,59,119,226
33,21,72,118
33,6,106,60
33,15,233,60
33,22,17,131
33,49,249,157
33,42,199,139
33,57,81,235
33,26,167,103
33,28,39,116
33,26,143,149
33,17,186,68
33,17,87,90
33,8,223,91
33,10,79,82
33,28,91,118
33,18,107,93
33,50,183,166
33,5,229,34
33,32,225,107
33,45,17,199
33,4,13,80
33,20,111,125
33,17,38,111
33,4,71,70
33,16,238,106
33,14,123,74
33,4,196,42
33,14,61,91
33,16,151,82
33,14,211,59
33,22,157,87
33,44,183,148
33,6,56,85
33,30,145,114
33,20,50,119
33,10,43,94
33,28,229,94
33,52,11,237
33,52,135,195
33,52,169,180
33,34,19,164
33,45,103,170
33,7,159,125
33,10,31,124
33,24,5,148
33,14,143,112
33,43,234,191
33,9,157,51
33,31,197,112
33,36,211,117
33,11,166,69
33,46,67,195
33,48,47,206
33,28,118,115
33,55,54,236
33,14,191,53
33,48,69,244
33,23,207,110
33,47,127,172
33,5,143,95
33,30,175,144
33,59,217,198
33,31,223,133
33,21,231,77
33,19,127,70
33,20,177,115
33,43,143,188
33,35,117,140
33,6,6,93
33,24,225,133
33,42,31,221
33,32,87,168
33,4,231,72
33,50,245,194
33,12,248,91
33,8,115,105
33,52,207,210
33,4,199,78
33,44,139,158
33,24,101,147
33,26,13,177
33,8,250,59
33,38,184,156
33,30,39,152
33,23,65,195
33,16,127,162
33,31,9,194
33,32,247,138
33,44,183,187
33,26,183,128
33,59,239,235
33,11,57,127
33,24,129,96
33,16,35,150
33,58,151,210
33,16,103,163
33,56,37,248
33,58,175,207
33,9,71,60
33,12,29,103
33,26,155,131
33,26,63,119
33,51,81,198
33,16,109,135
33,32,79,188
33,40,155,174
33,35,103,172
33,38,247,170
33,56,121,211
33,9,185,92
33,35,41,173
33,40,119,151
33,52,24,224
33,59,243,192
33,20,200,131
33,47,217,197
33,22,151,125
33,56,191,231
33,53,63,206
33,41,226,137
33,31,108,130
33,44,65,218
33,57,219,240
33,10,63,64
33,52,151,178
33,33,53,192
33,32,51,149
33,40,87,203
33,43,251,136
33,50,97,207
33,48,224,127
33,54,234,218
33,42,83,170
33,52,207,175
33,50,101,233
33,4,123,53
33,16,185,98
34,44,175,224
34,32,47,224
34,42,224,225
34,8,32,159
34,32,224,134
34,59,94,225
34,48,127,174
34,48,223,199
34,48,216,164
34,40,95,145
34,48,153,217
34,48,103,173
34,36,235,113
34,44,237,170
34,6,231,35
34,47,64,198
34,46,64,223
34,6,73,144
34,18,191,71
34,40,71,162
34,52,111,191
34,54,207,214
34,35,136,131
34,4,175,41
34,17,7,194
34,44,47,185
34,9,224,93
34,8,160,123
34,28,169,104
34,39,17,187
34,42,167,145
34,24,71,197
34,6,144,97
34,46,16,203
34,23,233,78
34,22,72,121
34,25,208,84
34,14,11,100
34,7,41,74
34,23,95,106
34,16,192,56
34,6,14,82
34,20,107,95
34,44,144,191
34,50,249,158
34,24,17,136
34,24,159,89
34,11,80,83
34,28,143,147
34,15,63,92
34,19,235,142
34,9,139,68
34,35,169,123
34,16,214,61
34,12,91,70
34,6,235,76
34,8,108,62
34,41,143,148
34,44,198,140
34,6,198,42
34,5,71,71
34,13,88,112
34,14,224,78
34,44,86,174
34,18,152,82
34,48,34,214
34,31,39,155
34,45,143,162
34,27,183,132
34,18,86,91
34,10,32,123
34,25,135,100
34,5,159,53
34,57,55,239
34,16,123,78
34,58,223,243
34,49,71,247
34,38,213,122
34,32,199,114
34,46,71,173
34,36,81,191
34,28,35,116
34,39,184,157
34,58,136,245
34,31,176,143
34,30,231,99
34,59,79,237
34,32,55,151
34,36,55,194
34,11,41,96
34,10,113,103
34,30,93,121
34,21,177,85
34,38,119,142
34,16,233,62
34,54,173,185
34,34,137,162
34,33,88,173
34,31,147,117
34,52,249,197
34,17,39,148
34,26,5,152
34,13,167,70
34,52,184,170
34,24,208,114
34,9,5,94
34,7,55,88
34,11,156,55
34,4,167,82
34,26,105,147
34,4,213,61
34,5,125,54
34,54,136,197
34,27,161,130
34,53,13,238
34,11,71,63
34,44,239,195
34,54,152,183
34,32,9,197
34,55,239,222
34,49,48,207
34,21,183,115
34,35,19,168
34,53,207,178
34,20,125,70
34,19,217,106
34,14,251,93
34,4,211,104
34,27,15,177
34,18,65,104
34,14,143,114
34,32,107,135
34,26,39,144
34,58,39,251
34,34,249,139
34,46,182,150
34,13,109,78
34,59,177,210
34,17,111,138
34,14,31,106
34,43,24,224
34,21,111,125
34,52,81,201
34,18,37,115
34,22,51,122
34,58,120,214
34,37,119,225
34,16,99,159
34,43,95,206
34,8,96,114
34,18,239,53
34,31,206,139
34,38,231,167
34,4,200,79
34,18,239,106
34,26,45,168
34,36,41,175
34,32,137,202
34,10,191,92
34,21,199,128
34,40,250,168
34,29,115,115
34,59,152,213
34,45,25,242
34,14,59,127
34,43,227,141
34,47,41,242
34,24,80,148
35,32,48,225
35,49,159,224
35,8,33,161
35,8,233,39
35,32,233,103
35,16,14,106
35,22,112,102
35,48,16,206
35,16,63,98
35,18,7,199
35,48,104,179
35,47,48,190
35,16,217,63
35,40,15,190
35,17,128,85
35,40,215,127
35,48,184,156
35,48,224,206
35,34,199,117
35,12,79,85
35,43,31,225
35,22,184,86
35,37,135,135
35,7,200,44
35,43,168,150
35,20,198,76
35,47,145,166
35,6,15,87
35,34,224,137
35,30,41,119
35,49,97,222
35,42,72,166
35,7,160,55
35,44,120,164
35,54,15,244
35,24,96,110
35,46,66,223
35,6,176,45
35,48,33,221
35,7,237,79
35,11,141,70
35,8,144,96
35,25,235,84
35,16,143,117
35,9,44,79
35,45,238,173
35,47,71,179
35,48,65,205
35,42,143,154
35,57,241,224
35,37,233,117
35,14,155,61
35,31,94,125
35,49,208,224
35,33,40,157
35,56,208,220
35,28,41,149
35,15,111,80
35,17,104,166
35,59,225,246
35,51,251,162
35,24,23,136
35,27,211,87
35,46,87,180
35,54,208,181
35,58,57,243
35,20,39,119
35,11,225,95
35,53,112,196
35,8,109,66
35,6,216,106
35,14,89,114
35,28,7,158
35,24,159,91
35,18,237,65
35,6,69,75
35,24,72,123
35,10,162,126
35,27,113,150
35,38,112,176
35,42,97,152
35,19,89,95
35,13,95,76
35,16,199,59
35,45,199,143
35,6,215,68
35,25,74,200
35,27,17,179
35,10,7,99
35,45,241,200
35,55,175,188
35,28,135,107
35,7,125,58
35,12,72,67
35,30,171,110
35,14,65,127
35,51,48,214
35,22,184,114
35,7,73,146
35,50,221,169
35,37,56,198
35,32,11,199
35,48,191,196
35,47,150,198
35,22,111,127
35,50,73,248
35,37,200,207
35,36,19,171
35,6,6,118
35,33,147,123
35,15,231,83
35,4,85,61
35,29,184,134
35,30,161,135
35,48,46,244
35,27,47,171
35,38,171,129
35,48,25,250
35,11,117,106
35,27,233,134
35,12,191,95
35,38,41,180
35,42,159,186
35,35,141,164
35,12,35,127
35,34,89,174
35,15,173,71
35,20,127,76
35,5,168,83
35,33,183,146
35,44,231,144
35,38,119,226
35,34,143,205
35,32,115,118
35,26,214,115
35,47,175,229
35,13,43,100
35,9,57,93
35,34,57,158
35,53,85,207
35,6,151,75
35,21,52,125
35,56,30,235
35,29,147,150
35,44,96,206
35,21,233,144
35,39,116,149
35,58,123,219
35,37,81,158
35,45,193,178
35,7,204,85
35,32,209,145
35,38,87,196
35,30,251,126
35,55,137,203
35,28,117,190
35,19,118,141
35,35,251,142
35,53,189,176
35,31,68,133
36,48,33,224
36,56,209,223
36,46,71,224
36,51,160,225
36,8,235,40
36,48,16,211
36,50,95,224
36,18,128,87
36,48,184,157
36,16,223,62
36,40,215,128
36,8,17,91
36,59,126,223
36,54,183,223
36,44,239,176
36,23,112,103
36,51,224,172
36,32,233,105
36,8,201,46
36,12,143,72
36,48,63,207
36,16,63,102
36,32,56,225
36,8,216,111
36,8,127,59
36,11,38,167
36,43,168,149
36,8,238,79
36,47,145,170
36,20,9,201
36,16,14,109
36,11,46,84
36,37,235,118
36,46,238,199
36,26,233,87
36,43,97,158
36,34,40,163
36,26,97,114
36,14,80,89
36,35,200,118
36,40,15,195
36,7,161,54
36,30,40,122
36,55,17,248
36,21,199,77
36,47,87,185
36,37,136,139
36,23,183,88
36,32,94,130
36,6,178,45
36,8,69,76
36,28,209,91
36,48,47,246
36,15,88,119
36,25,79,203
36,49,103,186
36,42,143,156
36,20,159,86
36,14,156,62
36,23,183,112
36,26,23,142
36,12,166,132
36,27,113,152
36,43,73,175
36,10,109,66
36,51,225,207
36,9,73,154
36,17,199,62
36,22,235,150
36,20,239,70
36,46,45,192
36,51,251,164
36,8,147,98
36,34,183,147
36,11,5,100
36,48,69,184
36,4,119,45
36,27,235,135
36,20,89,100
36,15,175,70
36,35,143,166
36,34,149,125
36,25,159,96
36,6,217,69
36,29,151,150
36,30,169,112
36,55,175,190
36,28,7,161
36,45,199,144
36,42,193,165
36,24,71,126
36,12,119,108
36,29,135,110
36,15,64,129
36,5,85,64
36,27,49,173
36,56,31,238
36,54,113,202
36,45,120,169
36,13,93,79
36,46,151,202
36,38,175,130
36,32,117,125
36,57,241,226
36,21,39,123
36,20,119,143
36,47,176,235
36,12,35,130
36,4,105,60
36,16,110,83
36,35,57,163
36,11,191,97
36,14,45,106
36,40,167,215
36,51,48,217
36,4,169,86
36,46,209,248
36,54,191,180
36,59,61,247
36,40,118,156
36,22,111,131
36,21,127,75
36,42,160,187
36,36,19,176
36,15,232,83
36,27,19,181
36,51,129,184
36,44,231,147
36,28,121,193
36,38,208,208
36,51,80,249
36,22,5,142
36,7,153,77
36,22,51,132
36,54,85,210
36,32,9,201
36,32,31,207
36,26,214,114
36,37,167,170
36,10,99,117
36,35,226,138
36,49,191,200
36,43,235,217
36,28,43,154
36,16,216,100
36,16,142,117
36,30,164,135
36,4,29,110
36,34,95,176
36,37,91,194
36,54,153,189
36,46,193,182
36,21,187,62
36,13,71,69
36,39,113,179
36,23,166,125
36,24,207,131
37,57,208,223
37,16,225,60
37,48,39,224
37,32,96,132
37,10,244,42
37,48,17,212
37,54,183,224
37,38,237,119
37,32,121,125
37,46,73,223
37,22,201,77
37,28,216,91
37,47,48,192
37,24,238,150
37,34,239,105
37,24,118,104
37,7,184,44
37,27,238,87
37,44,174,149
37,56,19,251
37,48,71,182
37,9,209,44
37,40,17,196
37,41,216,130
37,9,17,93
37,18,20,110
37,12,237,100
37,14,160,60
37,35,153,125
37,8,73,78
37,12,50,86
37,40,120,154
37,16,237,84
37,42,243,223
